9.793057507641519166e+00 9.870038770211492007e+00 9.873843489994708733e+00 0.000000000000000000e+00 9.998398228605440252e+00 1.076223202144174884e+01 7.853769932138341403e+00 9.469503482321059096e+00 0.000000000000000000e+00 1.027797676087070933e+01 0.000000000000000000e+00 1.073063595663058933e+01 1.043394175111939148e+01 1.154984633710714981e+01 9.349435395723942221e+00 1.155922361977371970e+01 0.000000000000000000e+00 9.715414544093647464e+00 0.000000000000000000e+00 8.895958780784628317e+00
1.045359311766434729e+01 9.947793943473028477e+00 8.476202148601226227e+00 8.712695182167800922e+00 1.052205604620919566e+01 1.015026219274384367e+01 9.872266927405290105e+00 0.000000000000000000e+00 9.820970000470950367e+00 1.119084411525210676e+01 0.000000000000000000e+00 9.745670713415327313e+00 0.000000000000000000e+00 1.063789185783071822e+01 0.000000000000000000e+00 1.136943582537770325e+01 1.002937627071685256e+01 1.147873894991374577e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.012962492604039788e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.505224434926390131e+00 1.047353716505196886e+01 1.080666481019821212e+01 1.104904232587910684e+01 0.000000000000000000e+00 1.014508972022663968e+01 9.428160080075459248e+00 8.922676379173108074e+00 1.170960257483216260e+01 1.193279161381607345e+01 8.605465867598368845e+00 1.139808513251468192e+01 8.788009412410175969e+00 1.076003680811680496e+01 9.031606208184873807e+00 1.060016172905233844e+01
1.066181981698669645e+01 9.510842719991098093e+00 8.715719574962550453e+00 9.029971832662468501e+00 7.903475840744558667e+00 1.039617165665603515e+01 0.000000000000000000e+00 1.139819246769378402e+01 9.302082091625411664e+00 9.825227324566739640e+00 9.803664438651978230e+00 0.000000000000000000e+00 1.059400937447465196e+01 9.747235730184282687e+00 1.113726294746368062e+01 9.774847873263228237e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.172373517721988634e+01
1.112352819386862990e+01 1.043339691235337163e+01 1.093667454414477369e+01 8.458508324513388743e+00 9.930211342586789058e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.053487937000894270e+01 9.200247600695071526e+00 9.803987764340492461e+00 1.026278860682336003e+01 0.000000000000000000e+00 9.379110713010495815e+00 1.036076299293963565e+01 8.646761830866111609e+00 1.016864116193637102e+01 9.287207274153381320e+00 0.000000000000000000e+00 1.087938293091650266e+01 1.137462318412183393e+01
0.000000000000000000e+00 1.059445678985404982e+01 1.076704307786223858e+01 0.000000000000000000e+00 9.658903384843441131e+00 9.678843990211474235e+00 0.000000000000000000e+00 8.479689604504518030e+00 0.000000000000000000e+00 1.027066799250783191e+01 0.000000000000000000e+00 7.941248161377866488e+00 0.000000000000000000e+00 7.725076418805940648e+00 0.000000000000000000e+00 9.581543365266808721e+00 1.032786253636869311e+01 1.015385520527511076e+01 9.688038112609172359e+00 0.000000000000000000e+00
1.112955402381185621e+01 1.301703274855710468e+01 0.000000000000000000e+00 0.000000000000000000e+00 9.632938602829078434e+00 1.100731842401436644e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.110747992229088155e+01 9.942599011003183662e+00 1.082686454481693694e+01 8.989928739341413788e+00 9.995402115046578828e+00 0.000000000000000000e+00 1.017950129090826294e+01 9.221885645652106334e+00 0.000000000000000000e+00 1.134291792084543005e+01 1.129153792436807713e+01 1.046910219104162998e+01
0.000000000000000000e+00 8.854045101141732488e+00 9.590042621419470947e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.033142143045670736e+01 9.445400483796332125e+00 1.029185792898789131e+01 9.821717704837944041e+00 8.311502671023379918e+00 9.933550341313205578e+00 0.000000000000000000e+00 9.607140065719566024e+00 9.846754571257486433e+00 1.198559474164802552e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.060354367800689168e+01 0.000000000000000000e+00 1.254371839099940722e+01
1.036159879906385584e+01 0.000000000000000000e+00 1.094589859866969661e+01 1.144607739196092133e+01 9.236860627953218383e+00 9.329880930206797984e+00 9.141509800334789659e+00 1.014693864989523497e+01 0.000000000000000000e+00 9.056098796497916936e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.474348458810894158e+00 0.000000000000000000e+00 9.839984521711775400e+00 1.071168523011778362e+01 1.070726545668038021e+01 0.000000000000000000e+00 1.035815527307142681e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.024613823127250534e+01 9.486702708511177917e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.588167700373610103e+00 1.155935218994583913e+01 0.000000000000000000e+00 9.138997935676105300e+00 9.257459064404116589e+00 9.768103907921172890e+00 9.729378517303331364e+00 9.977754408885973092e+00 1.026654845583336240e+01 9.637125239109151309e+00 0.000000000000000000e+00 1.022344813160054677e+01 1.045384208109148361e+01 1.029161624001113573e+01
